2022/11/12 11:26:13,8.579
2022/11/12 11:26:14,8.579
2022/11/12 11:26:15,8.579
2022/11/12 11:26:16,8.579
2022/11/12 11:26:17,9.142
2022/11/12 11:26:18,48.664
2022/11/12 11:26:19,0.0
2022/11/12 11:26:20,0.0
2022/11/12 11:26:21,0.0
2022/11/12 11:26:22,0.0
2022/11/12 11:26:23,0.0
2022/11/12 11:26:24,0.0
2022/11/12 11:26:25,0.0
2022/11/12 11:26:26,0.0
2022/11/12 11:26:27,0.0
2022/11/12 11:26:28,0.0
2022/11/12 11:26:29,0.0
2022/11/12 11:26:30,0.0
2022/11/12 11:26:31,0.0
2022/11/12 11:26:32,0.0
2022/11/12 11:26:33,0.0
2022/11/12 12:31:41,7.454
2022/11/12 12:31:42,7.454
2022/11/12 12:31:43,7.595
2022/11/12 12:31:44,7.454
2022/11/12 12:31:45,7.454
2022/11/12 12:31:46,7.595
2022/11/12 12:31:47,7.595
2022/11/12 12:31:48,7.595
2022/11/12 12:31:49,7.736
2022/11/12 12:31:50,7.595
2022/11/12 12:31:51,7.736
2022/11/12 12:31:53,7.595
2022/11/12 12:31:54,7.736
2022/11/12 12:31:55,7.595
2022/11/12 12:31:56,7.595
2022/11/12 12:31:57,7.736
2022/11/12 12:31:58,7.736
2022/11/12 12:31:59,7.736
2022/11/12 12:32:00,7.736
2022/11/12 12:32:01,7.736
2022/11/12 12:32:02,7.736
2022/11/12 12:32:03,7.736
2022/11/12 12:32:04,7.736
2022/11/12 12:32:05,7.595
2022/11/12 12:32:06,7.595
2022/11/12 12:32:07,7.736
2022/11/12 12:32:08,7.736
2022/11/12 12:32:09,7.595
2022/11/12 12:32:10,7.595
2022/11/12 12:32:11,7.736
2022/11/12 12:32:12,7.595
2022/11/12 12:32:13,7.736
2022/11/12 12:32:14,7.595
2022/11/12 12:32:15,7.736
2022/11/12 12:32:16,7.595
2022/11/12 12:32:17,7.595
2022/11/12 12:32:18,7.736
2022/11/12 12:32:19,7.595
2022/11/12 12:32:20,7.454
2022/11/12 12:32:21,7.595
2022/11/12 12:32:22,7.595
2022/11/12 12:32:23,7.595
2022/11/12 12:32:24,7.595
2022/11/12 12:32:25,7.454
2022/11/12 12:32:26,7.595
2022/11/12 12:32:27,7.736
2022/11/12 12:32:28,7.454
2022/11/12 12:32:29,7.736
2022/11/12 12:32:30,7.454
2022/11/12 12:32:31,7.736
2022/11/12 12:32:32,7.595
2022/11/12 12:32:33,7.595
2022/11/12 12:32:34,7.595
2022/11/12 12:32:35,7.595
2022/11/12 12:32:36,7.595
2022/11/12 12:32:37,7.595
2022/11/12 12:32:38,7.595
2022/11/12 12:32:39,7.736
2022/11/12 12:32:40,7.595
2022/11/12 12:32:41,7.736
2022/11/12 12:32:42,7.736
2022/11/12 12:32:43,7.736
2022/11/12 12:32:44,7.595
2022/11/12 12:32:45,7.736
2022/11/12 12:32:47,7.595
2022/11/12 12:32:48,7.595
2022/11/12 12:32:49,7.595
2022/11/12 12:32:50,7.736
2022/11/12 12:32:51,7.595
2022/11/12 12:32:52,7.454
2022/11/12 12:32:53,7.595
2022/11/12 12:32:54,7.595
2022/11/12 12:32:55,7.595
2022/11/12 12:32:56,7.595
2022/11/12 12:32:57,7.595
2022/11/12 12:32:58,7.454
2022/11/12 12:32:59,7.595
2022/11/12 12:33:00,7.595
2022/11/12 12:33:01,7.454
2022/11/12 12:33:02,7.595
2022/11/12 12:33:03,7.595
2022/11/12 12:33:04,7.595
2022/11/12 12:33:05,7.595
2022/11/12 12:33:06,7.595
2022/11/12 12:33:07,7.595
2022/11/12 12:33:08,7.595
2022/11/12 12:33:09,7.595
2022/11/12 12:33:10,7.595
2022/11/12 12:33:11,7.736
2022/11/12 12:33:12,7.595
2022/11/12 12:33:13,7.595
2022/11/12 12:33:14,7.595
2022/11/12 12:33:15,7.595
2022/11/12 12:33:16,7.595
2022/11/12 12:33:17,7.595
2022/11/12 12:33:18,7.595
2022/11/12 12:33:19,7.595
2022/11/12 12:33:20,7.595
2022/11/12 12:33:21,7.595
2022/11/12 12:33:22,7.595
2022/11/12 12:33:23,7.032
2022/11/12 12:33:24,6.188
2022/11/12 12:33:25,6.47
2022/11/12 12:33:26,6.47
2022/11/12 12:33:27,6.47
2022/11/12 12:33:28,6.61
2022/11/12 12:33:29,6.61
2022/11/12 12:33:30,6.61
2022/11/12 12:33:31,6.751
2022/11/12 12:33:32,6.61
2022/11/12 12:33:33,6.61
2022/11/12 12:33:34,6.751
2022/11/12 12:33:35,6.61
2022/11/12 12:33:36,6.61
2022/11/12 12:33:37,6.61
2022/11/12 12:33:38,6.61
